Hour,Speed,Direction
200,8.985,50.75083333333333
201,8.985833333333334,55.6175
202,8.2725,60.04416666666666
203,7.608333333333333,61.96416666666667
204,6.7425,65.47916666666667
205,5.844166666666666,64.20166666666667
206,5.0216666666666665,60.65083333333334
207,4.825833333333334,59.335
208,5.0025,63.25333333333333
209,4.445833333333334,70.095
210,4.3775,89.93583333333333
211,4.822500000000001,122.43083333333334
212,7.405,150.76250000000002
213,8.9275,159.61666666666667
214,10.335,166.85833333333332
215,10.251666666666669,171.00583333333336
216,11.140833333333331,177.145
217,11.138333333333334,176.43416666666667
218,10.759166666666667,182.71416666666667
219,9.803333333333333,191.84416666666667
220,7.895833333333333,189.3733333333333
221,7.3775,189.04916666666668
222,9.354166666666666,197.57416666666663
223,9.455,200.595
224,9.265,205.0825
225,6.831666666666667,219.39666666666668
226,5.5575,228.41083333333333
227,6.6625000000000005,213.6225
228,7.286666666666666,226.85666666666663
229,7.7825,246.08916666666664
230,7.962499999999999,268.34166666666664
231,6.285833333333334,304.1366666666667
232,3.615833333333333,249.8558333333333
233,4.005833333333333,207.16333333333333
234,5.1125,290.0025
235,7.916666666666667,346.1558333333333
236,9.785833333333334,346.4575
237,10.854166666666666,354.7416666666668
238,11.404166666666669,298.8225
239,11.241666666666667,4.658333333333334
240,11.431666666666668,6.835833333333333
241,11.31,13.454166666666666
242,10.728333333333332,20.146666666666665
243,10.380833333333332,26.035
244,10.548333333333334,27.85333333333333
245,10.2075,32.649166666666666
246,9.853333333333332,35.098333333333336
247,9.340833333333334,39.115833333333335
248,8.9925,43.04916666666667
249,8.375,46.1375
250,7.6525,48.20083333333333
251,6.863333333333333,49.870000000000005
252,6.274166666666667,48.23083333333333
253,5.54,52.37416666666667
254,4.929166666666666,52.0975
255,4.469166666666667,55.5
256,4.361666666666667,57.01
257,4.323333333333333,62.685
258,4.108333333333333,65.34416666666667
259,4.198333333333333,76.03833333333334
260,4.195,81.78583333333334
261,4.369166666666667,83.9475
262,4.638333333333334,87.40333333333332
263,4.9625,96.08666666666666
264,5.3025,103.08166666666666
265,5.385833333333333,106.64916666666666
266,5.508333333333334,110.13166666666666
267,5.6625000000000005,114.30833333333334
268,5.860833333333333,114.31583333333332
269,5.8325000000000005,115.05083333333334
270,5.638333333333333,111.7125
271,5.728333333333333,113.1225
272,5.656666666666666,116.255
273,5.833333333333333,118.53916666666667
274,5.57,117.94
275,5.234166666666667,121.08666666666666
276,5.5425,128.33083333333337
277,4.724166666666666,128.765
278,3.9175,130.50833333333333
279,3.880833333333333,134.8975
280,3.8475,142.915
281,3.2475,142.8141666666667
282,2.958333333333333,147.38833333333332
283,2.494166666666666,172.98749999999998
284,2.6933333333333334,186.44916666666663
285,3.0725,195.47166666666664
286,3.435833333333333,233.6341666666667
287,7.2175,287.785
288,11.975,327.4116666666667
289,12.120833333333332,337.52416666666664
290,11.29,339.9583333333333
291,10.42,341.4916666666666
292,11.17,345.9216666666667
293,11.595,266.0941666666667
294,12.520833333333334,5.6258333333333335
295,12.581666666666663,13.5875
296,12.188333333333333,18.239166666666662
297,11.909166666666666,23.31083333333333
298,11.663333333333334,24.095
299,10.7475,24.74833333333333
300,10.078333333333331,25.239166666666662
301,9.610833333333334,27.334166666666665
302,9.053333333333333,23.221666666666668
303,8.718333333333334,23.1075
304,9.271666666666668,27.616666666666664
305,9.858333333333333,30.7975
306,10.5575,31.525
307,11.088333333333331,37.085
308,11.298333333333332,37.92416666666667
309,11.340000000000002,42.58083333333334
310,11.133333333333333,46.19916666666666
311,10.8175,49.05416666666667
312,10.675,50.72083333333333
313,10.61,52.10666666666666
314,10.4225,53.075
315,10.398333333333332,54.240833333333335
316,10.22,56.39000000000001
317,10.125,60.57333333333333
318,10.254166666666668,61.7625
319,10.150833333333331,61.71833333333333
320,10.098333333333334,61.94166666666666
321,10.035833333333334,61.74416666666667
322,9.955,61.07333333333333
323,9.658333333333331,59.8375
324,9.355833333333331,59.3025
325,8.918333333333333,59.42916666666667
326,8.4825,58.2825
327,8.015833333333333,57.8425
328,7.746666666666666,56.39000000000001
329,7.641666666666667,55.86416666666667
330,7.641666666666667,56.40916666666666
331,7.990833333333334,56.835
332,8.0825,58.20083333333333
333,7.218333333333334,60.35583333333333
334,7.54,65.2825
335,7.615833333333334,65.13083333333334
336,7.616666666666667,67.6925
337,7.508333333333333,70.075
338,7.573333333333333,70.53333333333333
339,7.5625,75.1575
340,7.388333333333333,78.79
341,6.41,82.735
342,6.1225,78.3025
343,6.276666666666667,89.46166666666666
344,6.686666666666667,89.23583333333333
345,6.721666666666667,72.62833333333333
346,6.724166666666666,73.6075
347,6.865833333333334,77.96583333333334
348,6.745833333333334,83.54
349,7.425833333333333,86.30083333333334
350,7.846666666666667,91.44833333333334
351,8.265833333333333,95.9625
352,9.366666666666667,94.9025
353,10.298333333333334,88.6975
354,11.841666666666669,109.325
355,11.423333333333334,87.33333333333333
356,12.17,88.20333333333333
357,12.32,91.31333333333332
358,13.1425,82.82416666666667
359,13.445833333333333,82.22500000000001
360,14.071666666666664,76.30666666666667
361,13.945833333333333,71.8875
362,13.669166666666667,65.335
363,14.209166666666668,51.21
364,16.30666666666667,44.02916666666667
365,17.7775,36.204166666666666
366,18.82166666666667,31.55666666666667
367,16.338333333333335,30.566666666666663
368,13.881666666666666,29.7175
369,15.395,39.28083333333333
370,15.1475,39.13333333333333
371,13.840833333333334,39.07833333333333
372,12.875833333333333,45.34166666666667
373,11.654166666666669,54.33916666666667
374,10.739166666666668,54.64083333333334
375,7.865833333333334,35.625
376,6.803333333333334,22.285
377,6.305833333333333,9.1725
378,6.286666666666666,4.894166666666667
379,6.154166666666666,208.7933333333333
380,5.645833333333333,326.39000000000004
381,3.3633333333333333,155.70166666666668
382,4.698333333333333,44.5325
383,5.485833333333333,126.07083333333333
384,3.964166666666667,348.20250000000004
385,5.115,178.525
386,5.403333333333333,149.46666666666667
387,5.0616666666666665,209.5258333333333
388,5.9,121.82416666666668
389,4.95,293.8641666666667
390,5.925833333333333,125.30416666666667
391,6.883333333333333,6.9075
392,7.655,357.21416666666664
393,8.203333333333333,352.0116666666667
394,8.226666666666667,348.52250000000004
395,7.818333333333332,354.0525
396,7.936666666666666,357.83916666666664
397,7.438333333333333,33.61083333333333
398,8.235833333333334,5.400833333333334
399,7.539166666666667,6.8758333333333335
400,6.8075,10.777500000000002
401,6.836666666666667,9.721666666666666
402,6.499166666666667,13.846666666666666
403,6.309166666666667,25.05
404,6.584166666666667,31.305833333333336
405,6.724166666666666,45.81916666666667
406,7.1258333333333335,49.07583333333333
407,7.3425,52.04333333333333
408,7.234166666666667,53.07749999999999
409,7.423333333333333,60.156666666666666
410,7.649166666666666,62.3675
411,8.214166666666667,67.67083333333333
412,8.897499999999999,69.19583333333334
413,9.756666666666666,74.30333333333333
414,10.084166666666668,73.13416666666667
415,11.241666666666667,79.1975
416,11.626666666666669,78.77
417,12.6425,81.56666666666668
418,12.159999999999998,83.63666666666667
419,10.6225,81.3425
420,10.015,82.06083333333333
421,9.674166666666666,83.6825
422,10.23,76.03
423,10.441666666666666,72.41333333333334
424,11.675,70.62583333333333
425,11.988333333333337,64.24833333333333
426,12.995,62.178333333333335
427,13.215833333333334,50.50833333333333
428,15.039166666666668,49.595
429,15.5325,44.50083333333333
430,17.00166666666667,39.14083333333333
431,17.374166666666667,31.064166666666665
432,16.956666666666667,34.98083333333333
433,18.3775,28.7575
434,18.57,34.990833333333335
435,18.541666666666668,29.83333333333333
436,17.3975,12.8175
437,17.546666666666667,23.65083333333333
438,16.325833333333332,29.488333333333333
439,16.44,16.949166666666667
440,15.77,13.630833333333332
441,15.034166666666666,13.590833333333334
442,14.8225,13.055833333333332
443,14.226666666666668,13.33
444,13.8525,11.5875
445,13.304166666666667,9.820833333333333
446,12.638333333333334,6.155833333333334
447,12.335,2.2358333333333333
448,11.9375,4.408333333333333
449,11.855,6.955000000000001
450,12.036666666666669,10.255833333333332
451,12.053333333333333,14.141666666666666
452,11.776666666666666,19.710833333333333
453,11.734166666666669,26.77083333333333
454,11.5325,29.91
455,11.354166666666666,34.774166666666666
456,11.423333333333334,42.626666666666665
457,11.259166666666667,45.583333333333336
458,11.008333333333333,48.26333333333333
459,10.999166666666667,49.7375
460,11.101666666666668,53.09
461,11.19,57.7725
462,11.2725,61.13833333333333
463,11.115,65.005
464,11.318333333333332,69.135
465,11.385,72.28666666666668
466,10.856666666666667,75.42
467,10.8175,79.74166666666666
468,10.645833333333334,81.88583333333334
469,10.6175,83.71416666666667
470,10.586666666666666,84.43333333333334
471,10.585,86.2325
472,10.683333333333332,88.33666666666666
473,10.861666666666666,90.37333333333332
474,11.126666666666669,92.18833333333332
475,11.233333333333334,94.61416666666666
476,11.51,96.81166666666668
477,11.694166666666666,99.53833333333334
478,11.722499999999998,102.46416666666666
479,11.778333333333334,105.675
480,12.256666666666666,104.60083333333334
481,12.801666666666668,102.73333333333332
482,13.9275,100.85916666666668
483,15.446666666666667,100.39916666666666
484,16.106666666666666,101.97333333333334
485,16.676666666666666,102.56333333333332
486,16.654166666666665,103.56166666666668
487,16.68916666666667,104.15166666666666
488,16.6925,107.8175
489,16.685,109.13083333333331
490,16.550833333333333,110.80583333333334
491,16.3025,111.89916666666666
492,16.573333333333334,113.78000000000002
493,16.48,116.20666666666666
494,16.413333333333334,118.54833333333332
495,16.38083333333333,119.1525
496,16.0425,121.00833333333333
497,15.7975,124.45
498,15.385,127.9075
499,15.695,127.685
500,15.96,130.24333333333334
501,14.8175,130.96916666666667
502,13.8775,136.85416666666666
503,13.566666666666668,140.70000000000002
504,13.004166666666668,142.68666666666667
505,12.74,149.26666666666668
506,11.305,150.86666666666667
507,10.53,152.67833333333334
508,9.873333333333331,155.285
509,9.664166666666668,161.77083333333334
510,8.536666666666667,159.71166666666667
511,7.890000000000001,160.64416666666668
512,8.095833333333333,168.64583333333334
513,8.25,175.035
514,8.0575,173.69500000000002
515,7.224166666666666,179.84583333333333
516,5.789166666666667,188.89583333333331
517,4.991666666666666,187.6266666666667
518,3.758333333333333,199.73666666666668
519,2.928333333333333,181.475
520,2.27,165.60833333333332
521,1.7925000000000002,137.92833333333334
522,1.3116666666666668,114.79
523,0.9366666666666666,47.31333333333333
524,1.8133333333333332,94.54166666666669
525,3.1016666666666666,161.98416666666665
526,6.155,35.11833333333333
527,8.155,43.3725
528,9.09,54.66083333333333
529,8.3225,52.30166666666667
530,8.17,53.84
531,7.94,51.67
532,7.909166666666667,57.16583333333333
533,7.710833333333333,61.134166666666665
534,7.0975,45.92666666666667
535,7.697500000000001,48.9075
536,8.620833333333334,43.405
537,8.175833333333333,43.26333333333333
538,8.513333333333334,41.844166666666666
539,8.215,43.94833333333333
540,7.894166666666667,40.25833333333333
541,7.979166666666667,39.30416666666667
542,8.298333333333334,51.945
543,7.729166666666667,55.26083333333333
544,7.608333333333333,53.05916666666667
545,7.236666666666667,51.28083333333333
546,7.423333333333333,48.3475
547,7.851666666666667,46.04916666666667
548,8.103333333333333,49.65083333333333
549,8.048333333333334,49.92333333333334
550,8.185833333333333,52.76666666666667
551,7.933333333333334,48.68083333333333
552,8.21,33.97833333333333
553,9.6625,22.93166666666667
554,11.149166666666666,18.003333333333334
555,11.5,20.951666666666668
556,11.504166666666668,20.659166666666668
557,12.153333333333334,23.145
558,12.511666666666663,25.25916666666667
559,13.49,30.12
560,13.0925,30.5475
561,13.2675,35.025
562,13.8175,37.50833333333333
563,14.315,40.58583333333333
564,14.4875,41.805
565,14.285833333333334,41.2625
566,13.743333333333332,39.85416666666666
567,14.336666666666666,45.73166666666666
568,14.518333333333333,49.07916666666667
569,14.360833333333334,50.182500000000005
570,13.974166666666669,51.31166666666667
571,14.402500000000002,58.52333333333333
572,14.056666666666668,60.9875
573,13.830833333333333,63.4075
574,13.698333333333332,65.75416666666666
575,13.056666666666668,66.9325
576,12.964166666666666,70.2175
577,12.765,72.78750000000001
578,12.886666666666663,73.355
579,12.69,76.65583333333333
580,12.411666666666669,79.1575
581,12.21,82.46583333333334
582,11.6675,79.44583333333334
583,11.659999999999998,74.29916666666666
584,12.14,72.935
585,11.9475,73.30333333333333
586,12.030833333333334,72.47500000000001
587,12.21,71.63083333333334
588,12.4825,72.0225
589,12.459166666666668,71.6375
590,12.320833333333333,71.25833333333334
591,12.158333333333331,69.14666666666666
592,11.526666666666666,62.1025
593,11.348333333333334,54.15083333333334
594,11.230833333333337,49.95
595,10.7725,50.30416666666667
596,10.651666666666666,49.88333333333333
597,10.845833333333331,53.8425
598,9.905833333333334,51.285
599,9.52,44.49916666666667
600,9.219166666666666,29.084166666666665
601,9.494166666666668,18.15333333333333
602,9.2575,13.5875
603,8.12,8.048333333333334
604,7.7475,8.545
605,6.734166666666667,5.865833333333334
606,5.8825,357.40166666666664
607,6.681666666666668,299.2333333333333
608,6.359166666666667,356.09666666666664
609,6.265000000000001,356.08916666666664
610,6.525,351.37916666666666
611,6.671666666666667,351.7958333333333
612,5.948333333333333,353.9558333333334
613,6.065,354.46166666666664
614,5.535,354.8858333333333
615,4.706666666666667,239.29166666666663
616,4.495833333333334,6.729166666666667
617,4.464166666666666,5.3933333333333335
618,4.586666666666667,11.7325
619,4.5808333333333335,17.680833333333336
620,4.4991666666666665,29.141666666666666
621,4.7058333333333335,33.76
622,5.4,32.8575
623,5.165,25.52
624,5.4375,17.495
625,5.585,20.093333333333334
626,5.573333333333333,20.798333333333336
627,5.881666666666667,22.53916666666667
628,6.427499999999999,26.530833333333334
629,6.308333333333334,29.401666666666667
630,5.989166666666667,32.638333333333335
631,6.246666666666667,33.0925
632,5.926666666666667,35.270833333333336
633,5.9075,37.97916666666666
634,5.583333333333333,43.68083333333333
635,5.141666666666667,53.98916666666667
636,5.185,55.99416666666667
637,5.109166666666667,58.56583333333333
638,5.470833333333334,58.46833333333333
639,5.115833333333334,59.25333333333333
640,4.2908333333333335,60.185833333333335
641,4.501666666666667,66.88166666666667
642,4.7625,75.87833333333333
643,5.111666666666667,77.81
644,4.91,87.66083333333334
645,4.980833333333334,96.0075
646,5.205,102.86416666666666
647,5.476666666666667,109.31583333333332
648,5.654166666666668,118.67333333333332
649,5.791666666666667,129.1875
650,5.848333333333334,134.70416666666668
651,6.214166666666667,137.89833333333334
652,6.822500000000001,141.22416666666666
653,7.462499999999999,146.07250000000002
654,7.861666666666667,148.07083333333333
655,8.21,150.75083333333333
656,8.675,149.78333333333333
657,8.685,150.57500000000002
658,8.965000000000002,152.48583333333332
659,9.08,154.23833333333332
660,9.429166666666667,153.86
661,9.9625,156.0175
662,9.979166666666666,156.455
663,10.208333333333334,156.96416666666667
664,10.525,157.0275
665,10.87,156.80333333333334
666,11.686666666666667,158.70916666666668
667,12.109166666666669,158.49916666666667
668,12.195,160.42333333333332
669,13.097500000000002,164.02916666666667
670,13.025833333333331,167.1858333333333
671,13.045,168.91833333333332
672,12.600833333333334,170.49666666666667
673,12.655833333333334,174.45333333333335
674,12.140833333333331,176.60000000000002
675,12.580833333333333,178.36333333333334
676,12.44,179.92916666666667
677,12.448333333333332,185.3108333333333
678,11.540833333333332,191.665
679,11.610833333333334,190.5175
680,12.245,185.9983333333333
681,12.1725,191.045
682,11.440833333333332,194.3325
683,11.488333333333337,200.2025
684,10.895833333333334,205.84666666666664
685,11.280833333333334,210.69416666666663
686,10.5925,227.58166666666668
687,10.9375,262.4175
688,12.023333333333332,259.0025
689,11.11,263.79833333333335
690,9.654166666666669,280.44166666666666
691,10.006666666666666,313.64833333333337
692,13.298333333333334,339.45
693,16.6275,345.9466666666667
694,16.110833333333336,323.7725
695,16.5275,11.7975
696,16.010833333333334,20.3425
697,16.035,26.1825
698,15.611666666666666,34.52583333333333
699,14.945833333333333,40.23833333333334
700,15.053333333333333,46.553333333333335
701,14.304166666666667,53.53416666666666
702,13.634166666666664,60.7875
703,13.335,67.36916666666667
704,12.953333333333331,72.50916666666667
705,11.911666666666669,77.59333333333333
706,11.376666666666669,83.08416666666666
707,10.685,86.53500000000001
708,10.1825,90.54916666666666
709,9.7025,92.75416666666666
710,9.475,95.1825
711,9.273333333333332,100.9725
712,9.775833333333331,102.94666666666666
713,10.441666666666666,102.42166666666668
714,10.986666666666666,108.96666666666664
715,11.4525,112.65166666666666
716,12.009166666666667,116.185
717,12.476666666666668,120.50666666666666
718,12.239166666666668,120.7925
719,11.813333333333333,122.5525
720,11.438333333333333,123.305
721,10.9775,122.56333333333332
722,10.4525,125.77083333333331
723,9.951666666666666,127.6775
724,10.068333333333332,130.645
725,10.760833333333332,133.92166666666665
726,10.475833333333334,137.17583333333334
727,9.3675,141.74166666666667
728,11.014166666666666,153.07416666666668
729,12.435833333333331,164.5016666666667
730,12.855,169.6875
731,15.04,183.63916666666668
732,15.464166666666666,205.32916666666665
733,14.146666666666668,271.42333333333335
734,10.929166666666667,330.2933333333333
735,11.701666666666666,324.1725
736,12.239166666666668,314.1475
737,13.863333333333337,312.6025
738,15.245,311.96750000000003
739,14.545833333333334,315.1058333333333
740,15.118333333333334,315.84666666666664
741,15.838333333333331,318.6766666666667
742,15.77,326.07750000000004
743,15.698333333333332,329.5991666666667
744,16.020833333333332,332.9533333333333
745,14.174166666666666,338.6558333333333
746,13.3125,342.2683333333334
747,12.347500000000002,346.23
748,11.58,350.07666666666665
749,10.9075,354.0183333333334
750,9.525833333333331,151.27333333333334
751,8.7575,5.433333333333334
752,7.973333333333334,8.180833333333334
753,6.7491666666666665,14.104166666666666
754,5.465,21.35333333333333
755,4.235833333333333,28.046666666666667
756,3.0066666666666664,31.021666666666665
757,2.271666666666667,48.07416666666666
758,1.6608333333333334,66.74416666666666
759,1.7516666666666667,98.64916666666666
760,2.1341666666666668,118.43916666666668
761,2.85,127.8625
762,3.47,136.29916666666668
763,4.349166666666667,142.82000000000002
764,5.0633333333333335,152.99666666666667
765,6.09,157.78166666666667
766,6.844166666666666,161.97833333333332
767,7.391666666666667,166.29083333333332
768,7.940833333333334,169.10666666666663
769,8.235000000000001,172.9333333333333
770,8.210833333333333,176.91166666666666
771,7.945,181.38916666666668
772,8.025,180.36333333333332
773,7.505,180.16083333333333
774,6.675833333333333,187.6925
775,7.105833333333333,182.64416666666668
776,6.233333333333333,174.79916666666668
777,6.3075,167.48333333333335
778,6.444166666666667,163.12166666666667
779,6.1375,153.635
780,6.670833333333333,152.5
781,7.446666666666666,152.4391666666667
782,7.349166666666666,149.65
783,7.609999999999999,142.7775
784,7.705833333333333,139.7075
785,8.285833333333334,139.91
786,8.808333333333334,137.63166666666666
787,9.004166666666666,133.96083333333334
788,9.224166666666669,131.06333333333333
789,9.664166666666668,133.4025
790,9.948333333333332,138.0425
791,10.280833333333334,138.3475
792,10.7125,144.70166666666668
793,11.016666666666666,145.31916666666666
794,11.234166666666669,145.15416666666667
795,10.811666666666667,146.52333333333334
796,10.88,152.40916666666666
797,11.540833333333332,155.80416666666667
798,11.789166666666668,159.27666666666667
799,12.0125,159.57083333333333
800,12.615,167.185
801,11.488333333333332,169.45666666666668
802,12.3525,170.29166666666666
803,11.1625,171.83916666666667
804,10.414166666666668,173.66583333333332
805,9.7225,173.1525
806,9.308333333333334,166.74083333333334
807,10.419166666666667,159.23
808,11.411666666666669,159.68083333333334
809,11.875833333333333,159.58833333333334
810,11.6,161.485
811,12.611666666666666,167.5608333333333
812,12.420833333333334,167.93416666666667
813,13.050833333333337,169.3475
814,13.113333333333337,164.67583333333334
815,12.534166666666666,168.29833333333335
816,13.1775,167.96916666666667
817,10.933333333333332,167.6875
818,9.885833333333332,165.63583333333335
819,9.9625,162.51583333333335
820,10.449166666666668,161.7725
821,11.4375,160.29083333333332
822,11.6925,157.87416666666667
823,12.3775,156.76333333333335
824,12.430833333333332,154.90083333333334
825,12.855,154.89666666666668
826,12.2925,158.81666666666666
827,12.378333333333332,153.725
828,11.58,153.49916666666667
829,12.53,151.62833333333333
830,12.736666666666666,149.6825
831,12.4975,148.70416666666668
832,12.868333333333332,151.29333333333332
833,13.986666666666666,155.16166666666666
834,14.435833333333331,155.51416666666668
835,13.63,153.85
836,14.750833333333333,156.20833333333334
837,14.820833333333333,157.57250000000002
838,13.920833333333334,155.9725
839,14.005,154.63583333333335
840,13.64,154.10583333333332
841,12.9125,154.08833333333334
842,13.155,155.755
843,13.458333333333334,157.0425
844,14.105833333333337,158.16666666666666
845,13.088333333333331,159.16
846,12.665,158.4075
847,14.109166666666669,158.67
848,17.346666666666668,154.8475
849,15.35,158.58833333333334
850,15.351666666666668,165.5425
851,16.11916666666667,166.82916666666668
852,15.729166666666666,167.385
853,15.210833333333332,170.76833333333337
854,14.615833333333333,172.6208333333333
855,14.57,174.62250000000003
856,14.1175,175.00083333333336
857,13.715833333333334,175.405
858,13.2175,177.14916666666667
859,11.665,181.03333333333333
860,9.755,191.4075
861,8.658333333333333,204.6858333333333
862,7.373333333333334,225.01416666666668
863,7.607500000000001,239.47083333333333
864,7.645833333333333,251.1683333333333
865,9.504166666666666,298.5266666666667
866,13.983333333333334,325.7725
867,14.6825,340.33
868,16.436666666666667,346.1741666666667
869,15.541666666666666,346.04
870,14.414166666666668,344.22333333333336
871,13.775,343.7191666666667
872,12.87,342.3225
873,12.445833333333333,342.0175
874,11.128333333333332,340.60083333333336
875,10.671666666666669,335.17333333333335
876,10.591666666666669,333.3908333333333
877,9.165,332.6458333333333
878,8.0675,330.45416666666665
879,8.090833333333334,327.885
